gas_weight,density,amount,wind_speed,atmospheric_pressure,impurities,spread
0.04,1.1,80.0,3.0,1010.0,0.01,15.0
0.05,1.2,100.0,5.0,1013.0,0.02,20.0
0.03,1.0,60.0,2.0,1008.0,0.005,10.0
0.06,1.3,120.0,6.0,1015.0,0.03,25.0
0.07,1.4,150.0,7.0,1018.0,0.04,30.0
0.05,1.2,110.0,4.0,1012.0,0.025,22.0
0.04,1.1,90.0,3.0,1011.0,0.015,18.0
0.08,1.5,180.0,8.0,1020.0,0.05,35.0
0.02,0.9,40.0,1.0,1005.0,0.002,8.0
0.09,1.6,200.0,9.0,1022.0,0.06,40.0
0.10617164281199906,1.0291253502028308,60.04534985174506,2.010391349472278,1007.9686008735135,-0.07135781788271864,10.0
0.1333946457004782,1.6034668116149924,199.9822598013015,8.961573354058041,1022.0396457353243,0.0697114252571303,40.0
0.0941563081602231,1.239134419329946,110.04483860995511,4.044905589860393,1011.941564529048,0.013489344472333157,22.0
0.13346537715528767,1.2856284880880324,120.05853122898475,6.020180850158769,1015.0463766529103,-0.04529603970078554,25.0
0.09438090023319916,1.5144552714893869,180.09632509170441,8.004879989034675,1019.9966517994567,0.0789527792996512,35.0
0.18094938255817888,1.6478307643073522,200.15575945198353,8.965034543056667,1021.9402227268937,0.06834897114960094,40.0
0.039834055689244294,1.2435314623486575,99.99064035923287,5.026108958758312,1012.9651271540865,0.10759203957791365,20.0
0.0004170717781266514,1.126856465300791,79.86116907322732,3.119356613908846,1009.9862706510189,0.021160413394171494,15.0
0.13028442095783585,1.4090855763320687,149.98410036361955,6.989023887546603,1018.076937520827,0.07777227565227116,30.0
0.07711131346044542,0.9826638389016226,90.00650726163101,2.981459419151911,1011.0696781359217,-0.06918166970865877,18.0
0.11156326547929232,1.4684740992964027,149.96187274647414,7.01210496825324,1018.0045081827869,-0.02291157464757889,30.0
0.027810205278535224,1.2621003931298085,100.06113838703111,5.028347264288525,1012.9655897650503,0.05576792196989967,20.0
-0.020135935462783687,1.0884059189140296,79.95553763285885,2.9432100980308658,1009.982258565434,0.07224601663358014,15.0
0.109493135839625,1.4436027683440682,180.044930332173,7.9809824469193815,1019.9036124726979,0.076038318664509,35.0
0.027436254058228374,1.0009227814251558,59.9590272230474,2.087353001601804,1008.037248487732,0.049379458951312356,10.0
